Entity,Code,Continent Code,Year,20-24 years old (%),10-14 years old (%),All ages (%),70+ years old (%),30-34 years old (%),15-19 years old (%),25-29 years old (%),50-69 years old (%),Age-standardized (%),15-49 years old (%)
Argentina,ARG,SA,1990,4.770328653,1.749973449,3.506330656,4.508121035,4.365331186,4.031707097,4.514123136,4.772851784,3.569179857,4.501508396
Argentina,ARG,SA,1991,4.799720049,1.763866823,3.523245846,4.510200307,4.370201051,4.0571648,4.520121663,4.775260811,3.579067521,4.514937415
Argentina,ARG,SA,1992,4.831516415,1.776185265,3.539756348,4.513685858,4.368288994,4.08655611,4.537514175,4.777141504,3.588854632,4.528571197
Argentina,ARG,SA,1993,4.863525854,1.787641837,3.556388797,4.514129378,4.360194575,4.121602468,4.55033726,4.776109433,3.597365719,4.541223587
Argentina,ARG,SA,1994,4.913273482,1.80029144,3.574500285,4.512689625,4.361168723,4.146785973,4.562837714,4.777461818,3.606913186,4.554553472
Argentina,ARG,SA,1995,4.935035173,1.81119748,3.592569699,4.513666468,4.363682667,4.173363964,4.582231332,4.776486814,3.615923964,4.567667909
Argentina,ARG,SA,1996,4.973957291,1.822024443,3.613383689,4.506351456,4.378172152,4.205543707,4.595092694,4.776485064,3.626560304,4.585058048
Argentina,ARG,SA,1997,5.016838579,1.830383081,3.632951746,4.487469767,4.387979504,4.231694934,4.614835698,4.772297358,3.636296096,4.60291172
Argentina,ARG,SA,1998,5.049873674,1.840609692,3.649147182,4.465983787,4.389760087,4.257782448,4.635684165,4.763857234,3.643305809,4.617325538
Argentina,ARG,SA,1999,5.087692816,1.852912936,3.665150319,4.440423769,4.397637883,4.286349278,4.654858311,4.754025435,3.652057396,4.635011309
Argentina,ARG,SA,2000,5.112428118,1.860177883,3.676827419,4.415688416,4.399784877,4.316987238,4.667802733,4.747939677,3.657304606,4.645712862
Argentina,ARG,SA,2001,5.135720491,1.864094775,3.68589455,4.391976611,4.40063388,4.333494729,4.672339399,4.734468679,3.658839104,4.651713824
Argentina,ARG,SA,2002,5.158605085,1.870477148,3.693625019,4.372132147,4.395934252,4.364428565,4.682059072,4.709860345,3.65897137,4.657693702
Argentina,ARG,SA,2003,5.184051314,1.874490439,3.699543061,4.343039212,4.393008616,4.391635923,4.693302257,4.682942766,3.658181304,4.664315795
Argentina,ARG,SA,2004,5.197040499,1.87954518,3.705571846,4.317619904,4.39582168,4.41316628,4.706149083,4.662933292,3.657001679,4.667106211
Argentina,ARG,SA,2005,5.221393483,1.886301779,3.71305581,4.296015809,4.391599629,4.425334605,4.711769567,4.644329227,3.655549395,4.669473652
Argentina,ARG,SA,2006,5.227485684,1.892288964,3.722732826,4.281090745,4.393840051,4.439388805,4.710264701,4.630383237,3.653175208,4.668451334
Argentina,ARG,SA,2007,5.240633035,1.89921473,3.734533665,4.265284239,4.387567447,4.461613323,4.718492641,4.614738852,3.651585534,4.669587471
Argentina,ARG,SA,2008,5.251879437,1.904025862,3.745119769,4.252262976,4.384156758,4.479014474,4.718585765,4.603824398,3.649862314,4.668911343
Argentina,ARG,SA,2009,5.270247701,1.91144903,3.753793122,4.238017069,4.38028017,4.488477343,4.713865251,4.591602285,3.647560385,4.667452184
Argentina,ARG,SA,2010,5.272947484,1.911639746,3.76378749,4.231525839,4.386948758,4.489173222,4.72696669,4.58517899,3.647930393,4.669581229
Argentina,ARG,SA,2011,5.279543277,1.911781564,3.772107844,4.227487361,4.383927992,4.495606609,4.72597589,4.578377045,3.64749915,4.67004775
Argentina,ARG,SA,2012,5.27668207,1.913813336,3.782009511,4.221060977,4.388573858,4.496375803,4.729465082,4.57847054,3.648385273,4.670526954
Argentina,ARG,SA,2013,5.281143159,1.916214531,3.793375012,4.220203821,4.395516898,4.498076283,4.735307527,4.574427585,3.651043597,4.674655538
Argentina,ARG,SA,2014,5.2963067,1.920656368,3.803617096,4.21314916,4.40618739,4.501050937,4.737737686,4.570890148,3.654178219,4.679962424
Argentina,ARG,SA,2015,5.303862454,1.921799852,3.812563305,4.212078666,4.416719607,4.502439687,4.745367087,4.572582916,3.657683138,4.684396915
Argentina,ARG,SA,2016,5.307258041,1.927835508,3.82040795,4.208599542,4.428679825,4.495652496,4.760808234,4.568656657,3.661311853,4.689850633
Argentina,ARG,SA,2017,5.303680804,1.931189916,3.829076974,4.20315685,4.442123409,4.494013108,4.771058482,4.568592882,3.665488272,4.695596318
Australia,AUS,AUS,1990,6.887634234,2.324560697,4.860523473,4.292694524,6.021202053,5.417275376,6.3857262,5.237377408,4.621186588,6.059946313
Australia,AUS,AUS,1991,6.970106353,2.340433763,4.91339185,4.309844695,6.071569661,5.484133465,6.450124722,5.273631066,4.671932879,6.122557224
Australia,AUS,AUS,1992,7.029410452,2.359304422,4.958442474,4.321666967,6.120825144,5.538637572,6.505394155,5.300453115,4.715412262,6.174462525
Australia,AUS,AUS,1993,7.089476363,2.382967353,4.997909051,4.333698484,6.16423271,5.581052076,6.549971954,5.324595127,4.754453766,6.21909854
Australia,AUS,AUS,1994,7.129570199,2.396370407,5.026350129,4.334721338,6.200122488,5.616768519,6.583883746,5.340638809,4.783948341,6.25587947
Australia,AUS,AUS,1995,7.144966603,2.412704118,5.045466563,4.331135187,6.236027126,5.638978598,6.613584806,5.348910468,4.804053117,6.283403095
Australia,AUS,AUS,1996,7.114101905,2.422013059,5.051902839,4.321234358,6.262997663,5.631878558,6.622032736,5.348875119,4.810793573,6.294589849
Australia,AUS,AUS,1997,7.052208676,2.435704988,5.051752127,4.290511983,6.296152572,5.61012172,6.620487553,5.341551591,4.810776131,6.302418155
Australia,AUS,AUS,1998,6.97094216,2.435613178,5.044014194,4.264610262,6.316211767,5.57255301,6.596017654,5.327592417,4.801317069,6.297248285
Australia,AUS,AUS,1999,6.900965767,2.444160643,5.041421364,4.237270374,6.338084218,5.53861646,6.577343008,5.321823866,4.796896412,6.29653942
Australia,AUS,AUS,2000,6.870378916,2.456731088,5.049464119,4.22915689,6.365902871,5.553652281,6.575941964,5.318168142,4.80322412,6.308821275
Australia,AUS,AUS,2001,6.896029614,2.485461627,5.070642861,4.228464785,6.391171128,5.595237459,6.598484498,5.318567466,4.823556565,6.340441296
Australia,AUS,AUS,2002,6.947535705,2.522647163,5.101839871,4.238101999,6.42240914,5.666584357,6.628218851,5.324262382,4.854391887,6.384942921
Australia,AUS,AUS,2003,7.026613987,2.570135378,5.140072588,4.255493383,6.454922006,5.762215853,6.674097779,5.329574158,4.892316839,6.439809217
Australia,AUS,AUS,2004,7.089759201,2.604591512,5.169926042,4.266226289,6.471847433,5.832159452,6.700217117,5.331199425,4.920485778,6.481967486
Australia,AUS,AUS,2005,7.10620365,2.617677107,5.18210898,4.275870678,6.477917652,5.855264314,6.709735659,5.328668218,4.929038256,6.493634935
Australia,AUS,AUS,2006,7.093437894,2.617714772,5.179957109,4.278894092,6.465393123,5.85354591,6.689783465,5.321815528,4.923528161,6.486472353
Australia,AUS,AUS,2007,7.052173774,2.611379241,5.165402564,4.281699559,6.428755751,5.818321733,6.647052914,5.308862707,4.906827297,6.461449654
Australia,AUS,AUS,2008,6.992846527,2.61012809,5.141569221,4.279903007,6.378834077,5.777266448,6.587847116,5.285448853,4.882333647,6.426644433
Australia,AUS,AUS,2009,6.941707826,2.599020072,5.117896556,4.283577998,6.328924102,5.730751426,6.547679629,5.266097023,4.857927125,6.391922981
Australia,AUS,AUS,2010,6.900357302,2.592334924,5.094784056,4.282677153,6.276284127,5.699928054,6.502840067,5.244832076,4.834220383,6.358328324
Australia,AUS,AUS,2011,6.873787355,2.590056254,5.073268717,4.27524069,6.245329868,5.675027732,6.463571287,5.220185097,4.81362237,6.333263372
Australia,AUS,AUS,2012,6.847817293,2.587959741,5.046955263,4.262435542,6.202251593,5.658236331,6.434920234,5.189481215,4.790079667,6.304719674
Australia,AUS,AUS,2013,6.816427988,2.588998278,5.012789268,4.2438116,6.155320796,5.645324887,6.394021065,5.153378767,4.75968633,6.265796402
Australia,AUS,AUS,2014,6.797146947,2.587945278,4.980206453,4.217223299,6.117467407,5.639669905,6.365794432,5.11793683,4.731141977,6.23175096
Australia,AUS,AUS,2015,6.777566581,2.586959578,4.942195084,4.188803428,6.070066545,5.635574945,6.324702557,5.074805078,4.696774006,6.189015078
Australia,AUS,AUS,2016,6.760755966,2.590960595,4.900472561,4.152371784,6.022564569,5.623328536,6.284377742,5.023998023,4.659817333,6.144384948
Australia,AUS,AUS,2017,6.741007041,2.588447895,4.858635758,4.119125266,5.973641644,5.627678592,6.260986387,4.977379221,4.623880986,6.101289644
Brazil,BRA,SA,1990,4.083769464,1.340129182,3.134869972,5.791762477,4.184340648,3.171123594,4.1301823,5.767717563,3.534531592,4.108935358
Brazil,BRA,SA,1991,4.062580207,1.320759942,3.150802653,5.851361906,4.167666031,3.144145902,4.110454876,5.765227853,3.529751086,4.091593731
Brazil,BRA,SA,1992,4.049403221,1.310042788,3.174466972,5.907306072,4.157999891,3.12856705,4.099389666,5.769931555,3.531068103,4.082997463
Brazil,BRA,SA,1993,4.046058854,1.304399619,3.203793169,5.958233555,4.156431201,3.120430451,4.093045381,5.783110866,3.537037284,4.081613824
Brazil,BRA,SA,1994,4.045435066,1.302836606,3.236353262,5.999351119,4.157270476,3.11952213,4.092748737,5.797441736,3.544955695,4.085102155
Brazil,BRA,SA,1995,4.052341067,1.303814605,3.27075945,6.033768873,4.161710635,3.120621994,4.092058992,5.815118364,3.553949338,4.091475028
Brazil,BRA,SA,1996,4.131235581,1.316133769,3.355972864,6.062148613,4.235183301,3.173103137,4.162612645,5.916574548,3.613852954,4.170123275
Brazil,BRA,SA,1997,4.313185902,1.34773698,3.514339623,6.097712559,4.404372783,3.30079691,4.333217111,6.123074989,3.746093207,4.350971399
Brazil,BRA,SA,1998,4.531197978,1.389333369,3.699212511,6.133238514,4.606246391,3.459165697,4.535784128,6.359283671,3.90235214,4.568277913
Brazil,BRA,SA,1999,4.71176996,1.433766504,3.862677923,6.158078047,4.773119171,3.601670808,4.705927705,6.555488854,4.034842123,4.754643082
Brazil,BRA,SA,2000,4.788732329,1.474757955,3.957295597,6.166964495,4.848717378,3.681671303,4.781242303,6.640273981,4.097776146,4.846832767
Brazil,BRA,SA,2001,4.782075416,1.518626694,3.997278307,6.160900929,4.849774614,3.713116932,4.779821608,6.640443966,4.106734568,4.860838128
Brazil,BRA,SA,2002,4.770958392,1.570169516,4.032049846,6.140830114,4.844092412,3.741005612,4.770412926,6.626705061,4.110734349,4.868982174
Brazil,BRA,SA,2003,4.749619721,1.619878954,4.060398605,6.115985142,4.834337164,3.76218187,4.754149759,6.60654142,4.109455893,4.86857137
Brazil,BRA,SA,2004,4.723038196,1.659263279,4.082324053,6.086984173,4.817883177,3.775858535,4.731110583,6.57806856,4.102728873,4.861813955
Brazil,BRA,SA,2005,4.692586894,1.680043257,4.097903107,6.057875756,4.797936322,3.781778218,4.704648306,6.548794171,4.090663864,4.8488165
Brazil,BRA,SA,2006,4.594386201,1.68431597,4.059975671,6.007090309,4.708957242,3.731475854,4.611581767,6.447376105,4.027395017,4.763870065
Brazil,BRA,SA,2007,4.402374267,1.681349891,3.949517546,5.923030149,4.522468535,3.612098342,4.426531758,6.243055798,3.89557776,4.581624531
Brazil,BRA,SA,2008,4.16978147,1.679827934,3.807693569,5.822013614,4.297012433,3.466777641,4.203945537,5.99711275,3.735730072,4.358557593
Brazil,BRA,SA,2009,3.953621419,1.676440816,3.676930615,5.728901945,4.089074309,3.334805627,4.000235362,5.771364256,3.588453596,4.152845783
Brazil,BRA,SA,2010,3.81377521,1.683562673,3.603513051,5.659968994,3.960247285,3.261267597,3.871723643,5.628043622,3.497158735,4.025767634
Brazil,BRA,SA,2011,3.733973139,1.702313538,3.57522031,5.611433666,3.891395248,3.228738687,3.800599677,5.550102824,3.449546991,3.95905114
Brazil,BRA,SA,2012,3.659914288,1.739267772,3.552253476,5.564577742,3.827861684,3.201626374,3.734502781,5.479203842,3.40806811,3.898402561
Brazil,BRA,SA,2013,3.591705174,1.791161464,3.533862033,5.518961744,3.771752382,3.177230148,3.673884106,5.415519862,3.37192561,3.842843348
Brazil,BRA,SA,2014,3.532015601,1.856122072,3.521376012,5.474472295,3.724262481,3.155833627,3.623929726,5.357351682,3.342010969,3.795581605
Brazil,BRA,SA,2015,3.482443841,1.932698837,3.516298164,5.431437099,3.685459584,3.138544479,3.580432231,5.309270206,3.319423051,3.757433355
Brazil,BRA,SA,2016,3.443172259,2.019219835,3.519106563,5.396434695,3.655402691,3.124918511,3.548356278,5.270045779,3.304642844,3.729306025
Brazil,BRA,SA,2017,3.417464521,2.113088497,3.529672798,5.362571547,3.63381828,3.112885068,3.527343563,5.240785805,3.29736759,3.711861175
Canada,CAN,NA,1990,5.671372857,1.941578586,4.394825947,3.652354009,5.582609898,4.756773411,5.596363448,4.681636949,4.08951474,5.561712365
Canada,CAN,NA,1991,5.698412557,1.972521946,4.400877997,3.638375624,5.5638953,4.802014385,5.58336047,4.674800485,4.097314354,5.571905739
Canada,CAN,NA,1992,5.706239575,1.998326765,4.407019751,3.628792633,5.550471731,4.849737827,5.577787348,4.669774559,4.10566137,5.583181635
Canada,CAN,NA,1993,5.712779181,2.019432409,4.411141564,3.615331749,5.54419625,4.887804757,5.567887173,4.670385647,4.111714569,5.59072311
Canada,CAN,NA,1994,5.72142299,2.036978383,4.416776804,3.603611656,5.529104459,4.917029463,5.569508821,4.669480638,4.117475676,5.599782285
Canada,CAN,NA,1995,5.734542141,2.044970441,4.422232908,3.597331946,5.519449959,4.935646707,5.557132503,4.669833171,4.120523931,5.606414998
Canada,CAN,NA,1996,5.741167045,2.05104847,4.429909362,3.586841876,5.510574765,4.945083087,5.551719985,4.67595357,4.124001685,5.614171621
Canada,CAN,NA,1997,5.753439692,2.052717269,4.439479954,3.576595251,5.501309305,4.953697441,5.545460317,4.688214486,4.128427231,5.624923075
Canada,CAN,NA,1998,5.756935867,2.056477894,4.449580921,3.565528579,5.493552987,4.967779916,5.537519517,4.697622486,4.131973093,5.634941068
Canada,CAN,NA,1999,5.759972456,2.06211156,4.460249049,3.564481054,5.4817021,4.971485777,5.522952511,4.70505373,4.134097763,5.640759827
Canada,CAN,NA,2000,5.750358014,2.063754457,4.466501746,3.546936325,5.465720904,4.972342588,5.509015995,4.711856921,4.131314183,5.640176821
Canada,CAN,NA,2001,5.736127616,2.060114214,4.458402809,3.508066499,5.435935822,4.958809,5.47982489,4.701773211,4.116601871,5.623970954
Canada,CAN,NA,2002,5.684895443,2.047420878,4.431217752,3.454979662,5.383757788,4.932930982,5.422733307,4.666560046,4.085413809,5.587722134
Canada,CAN,NA,2003,5.626657506,2.037604756,4.393991041,3.388928037,5.31938741,4.894374395,5.363043808,4.626978804,4.04682458,5.538256996
Canada,CAN,NA,2004,5.568684776,2.026157434,4.360489305,3.332370743,5.266336299,4.8683947,5.309478723,4.585114356,4.011866886,5.494831721
Canada,CAN,NA,2005,5.537324714,2.022895,4.338382756,3.301497335,5.237805672,4.847643836,5.278105381,4.552634524,3.987778062,5.462544805
Canada,CAN,NA,2006,5.526330952,2.020854773,4.322256418,3.294238323,5.219148126,4.821067098,5.264869921,4.522786998,3.970254888,5.438578887
Canada,CAN,NA,2007,5.511725323,2.014957659,4.298384453,3.288760972,5.203374114,4.815721594,5.249447651,4.48489024,3.949366182,5.409646602
Canada,CAN,NA,2008,5.503234689,2.015994924,4.275543315,3.283318443,5.195479219,4.818849633,5.235619839,4.448974057,3.932311474,5.386984688
Canada,CAN,NA,2009,5.487136975,2.014065291,4.255333656,3.281970996,5.187711988,4.80673546,5.23087053,4.423053544,3.918091121,5.367163471
Canada,CAN,NA,2010,5.490624373,2.009621018,4.24376575,3.284860144,5.181204052,4.800956667,5.22575497,4.40893877,3.911884849,5.358326451
Canada,CAN,NA,2011,5.494488225,2.011561019,4.240378287,3.284294157,5.182569041,4.804628157,5.228552893,4.405572983,3.913974078,5.36167833
Canada,CAN,NA,2012,5.50716208,2.017430819,4.238263065,3.286464863,5.189971549,4.80998766,5.236088816,4.400419301,3.919380699,5.36886715
Canada,CAN,NA,2013,5.523908639,2.019134509,4.236077497,3.29271491,5.201641279,4.821299272,5.248785064,4.396479998,3.926503378,5.378496608
Canada,CAN,NA,2014,5.55148927,2.019005323,4.23512897,3.298484784,5.21311775,4.842518609,5.265135672,4.39579713,3.936199209,5.391616532
Canada,CAN,NA,2015,5.580798273,2.024241652,4.237376735,3.30706452,5.233497598,4.855044939,5.290294086,4.397197054,3.949641711,5.408690006
Canada,CAN,NA,2016,5.625335072,2.028626263,4.243266062,3.314744215,5.24286798,4.880342904,5.327694057,4.397691636,3.9674909,5.433379419
Canada,CAN,NA,2017,5.673106519,2.033660435,4.253596041,3.324190957,5.271697547,4.907514682,5.357407318,4.408722401,3.988792073,5.460966358
China,CHN,AS,1990,3.474320167,0.9313195498,3.35485662,7.7082255,3.78303984,2.483349878,3.593659718,6.709447942,3.573965701,3.726733023
China,CHN,AS,1991,3.406438186,0.9260811395,3.371067124,7.80274545,3.724410531,2.447879534,3.539711615,6.794451224,3.572288321,3.700744225
China,CHN,AS,1992,3.337853869,0.9208453488,3.388540557,7.88850032,3.674785768,2.413872989,3.484274282,6.867152759,3.56873004,3.676669869
China,CHN,AS,1993,3.272315901,0.9166254791,3.405562014,7.957670963,3.629348285,2.379329225,3.425722212,6.923417613,3.56211296,3.65289506
China,CHN,AS,1994,3.206900686,0.9133515486,3.423180704,8.004015229,3.587004089,2.342910955,3.367979349,6.966016516,3.55186863,3.632750202
China,CHN,AS,1995,3.145487134,0.9099086528,3.438299399,8.020196418,3.548399903,2.3085443,3.3086675,6.987035899,3.537546745,3.610505375
China,CHN,AS,1996,3.074504019,0.9060288574,3.451577836,8.027434199,3.504363961,2.272190162,3.243008508,6.979985796,3.517615218,3.582282178
China,CHN,AS,1997,2.993424893,0.9027234901,3.464136565,8.042552511,3.452818549,2.231428525,3.169597038,6.957863937,3.494326144,3.547287167
China,CHN,AS,1998,2.911067463,0.8998536686,3.477653469,8.057776969,3.39663869,2.191785679,3.096021428,6.932417582,3.46964719,3.512322556
China,CHN,AS,1999,2.833307591,0.8966917622,3.497446282,8.068446049,3.34416265,2.156046821,3.031540484,6.894085333,3.446913,3.473544571
China,CHN,AS,2000,2.771250959,0.8967641443,3.523135369,8.061530814,3.303557982,2.129044067,2.98547228,6.875693208,3.429119342,3.446035546
China,CHN,AS,2001,2.723058237,0.898859671,3.556443242,8.041834754,3.272287183,2.109417841,2.948570079,6.860179002,3.416192569,3.418838072
China,CHN,AS,2002,2.678570891,0.9050328115,3.594007769,8.014905191,3.24342316,2.096361165,2.915067067,6.84488045,3.405827577,3.390995733
China,CHN,AS,2003,2.638568437,0.9105034814,3.632622384,7.990584168,3.21751348,2.086481723,2.884306696,6.822442145,3.39733092,3.36483878
China,CHN,AS,2004,2.604035027,0.9155986787,3.673439423,7.975866939,3.197064014,2.077978327,2.856162527,6.8100925,3.390572632,3.342929181
China,CHN,AS,2005,2.576276129,0.9168651512,3.712165036,7.965307012,3.179422647,2.068579253,2.83381673,6.798938926,3.383843648,3.326940691
China,CHN,AS,2006,2.556447224,0.9156702248,3.75797882,7.994380256,3.163421391,2.056721173,2.81596499,6.826246098,3.383220223,3.320550813
China,CHN,AS,2007,2.540860402,0.911365835,3.813667815,8.068192655,3.14731749,2.046487132,2.800065711,6.892330098,3.390857619,3.325139487
China,CHN,AS,2008,2.52828702,0.9062039072,3.873186847,8.157616851,3.131244872,2.036407396,2.788702879,6.97772274,3.40142306,3.33808575
China,CHN,AS,2009,2.518751114,0.9021134785,3.931163389,8.228664274,3.114934648,2.02602999,2.777087304,7.065179336,3.408947239,3.354156825
China,CHN,AS,2010,2.509922672,0.8985209521,3.978760289,8.255799355,3.099613065,2.016868777,2.768125665,7.111944153,3.408793135,3.370350597
China,CHN,AS,2011,2.501207063,0.895405049,4.018945623,8.243643887,3.088884714,2.008444524,2.759764826,7.130031226,3.402177511,3.382960966
China,CHN,AS,2012,2.494491517,0.8917035484,4.055786686,8.215488434,3.079771859,2.000213042,2.752592601,7.128770453,3.393032178,3.391454168
China,CHN,AS,2013,2.489196526,0.8874278988,4.08808065,8.168481447,3.072272138,1.991885934,2.750002887,7.110952302,3.381549648,3.394204501
China,CHN,AS,2014,2.484967203,0.8823759125,4.115085031,8.104896133,3.066328387,1.983519344,2.750008642,7.082355678,3.367461632,3.392782547
China,CHN,AS,2015,2.482842062,0.8780774806,4.137603827,8.024167426,3.064132206,1.977145482,2.751561441,7.039538026,3.351278679,3.388023989
China,CHN,AS,2016,2.483868903,0.872551929,4.151734,7.927263007,3.062227754,1.971652686,2.754706631,6.98690421,3.332592201,3.380081727
China,CHN,AS,2017,2.485858412,0.8685185438,4.155454835,7.810173971,3.062948114,1.966919636,2.75787897,6.924339566,3.311305897,3.371518325
France,FRA,EU,1990,5.270235241,1.971182666,5.031402949,6.378116543,5.873777704,3.999700635,5.569355327,6.092857098,4.600998022,5.658907539
France,FRA,EU,1991,5.250120352,1.963252863,4.986935188,6.106599953,5.868289364,3.981814385,5.566222981,5.965446851,4.564180122,5.65372137
France,FRA,EU,1992,5.23237766,1.964318752,4.948242857,5.859876904,5.853400951,3.96102736,5.548652244,5.854196231,4.531907242,5.649175602
France,FRA,EU,1993,5.218053495,1.962977118,4.917882557,5.654969688,5.84487334,3.946460499,5.542412108,5.75683242,4.505929498,5.649883177
France,FRA,EU,1994,5.209116837,1.963031559,4.899295643,5.50616953,5.83740211,3.938531909,5.534273607,5.689606949,4.488329625,5.650859055
France,FRA,EU,1995,5.200682551,1.968299386,4.895776614,5.427464545,5.832638939,3.936886236,5.516119968,5.661989852,4.480828659,5.652692377
France,FRA,EU,1996,5.190703522,1.968339167,4.892813772,5.388128234,5.808094586,3.934202305,5.497717751,5.649168339,4.472545199,5.643922396
France,FRA,EU,1997,5.17122282,1.977190933,4.882502673,5.348733318,5.764778001,3.935289514,5.456451307,5.622435823,4.458007629,5.626096049
France,FRA,EU,1998,5.147287256,1.982357512,4.866282191,5.306058866,5.718227165,3.926268603,5.405260681,5.59489506,4.438569505,5.60065335
France,FRA,EU,1999,5.126282328,1.987752251,4.854936888,5.268715576,5.678607452,3.925325017,5.374047521,5.573681272,4.424647011,5.583428977
France,FRA,EU,2000,5.115079639,1.991071638,4.847067183,5.227062217,5.647864089,3.926010299,5.340042287,5.566881376,4.414769922,5.5716258
France,FRA,EU,2001,5.074217737,1.989421812,4.825045802,5.156122172,5.616447056,3.90736375,5.299727088,5.537393514,4.393212562,5.552047957
France,FRA,EU,2002,4.998752194,1.985836213,4.78085908,5.057916867,5.566960248,3.865055938,5.235762462,5.474573796,4.352313061,5.511472468
France,FRA,EU,2003,4.903170377,1.974394435,4.726836136,4.945107918,5.50317186,3.813872989,5.158922752,5.400817852,4.30294433,5.461600729
France,FRA,EU,2004,4.799699203,1.964583509,4.678098029,4.85777106,5.447378639,3.763635602,5.077759803,5.339397753,4.256865314,5.411963429
France,FRA,EU,2005,4.734969297,1.957884085,4.648780884,4.815745193,5.388847355,3.727319111,5.006630922,5.311721965,4.227000179,5.374601837
France,FRA,EU,2006,4.68310934,1.953088353,4.66420959,4.903657445,5.338930029,3.705058353,4.94694895,5.363129046,4.227962153,5.359786997
France,FRA,EU,2007,4.655996361,1.943969389,4.726378724,5.120202001,5.307599852,3.685404993,4.907174658,5.492474629,4.260417257,5.372286098
France,FRA,EU,2008,4.639734193,1.936472719,4.806528547,5.381336139,5.277756789,3.672056482,4.866473335,5.648010898,4.305071495,5.395539719
France,FRA,EU,2009,4.609157584,1.935235776,4.871508367,5.600355582,5.263110621,3.662872005,4.838844527,5.773083812,4.339658932,5.41184423
France,FRA,EU,2010,4.601855256,1.930561777,4.899396773,5.691929526,5.254432668,3.657654329,4.827472392,5.827797093,4.352982795,5.419671248
France,FRA,EU,2011,4.590238954,1.930688964,4.897491898,5.695858686,5.246828291,3.655306033,4.82695424,5.830640279,4.347922498,5.414540979
France,FRA,EU,2012,4.590264489,1.929956073,4.891674773,5.692765685,5.245894142,3.652934009,4.817896356,5.82421263,4.340423485,5.407439279
France,FRA,EU,2013,4.582259018,1.932799811,4.882443993,5.689670598,5.239754348,3.655580364,4.81374518,5.812934342,4.329669516,5.394489576
France,FRA,EU,2014,4.577460971,1.936499653,4.869077578,5.671589133,5.242052028,3.659025659,4.809330358,5.789033713,4.316752885,5.382021726
France,FRA,EU,2015,4.57406368,1.936876065,4.850100398,5.645908817,5.233332636,3.656937669,4.818498663,5.756452853,4.299325812,5.363456997
France,FRA,EU,2016,4.579364544,1.947107358,4.824151055,5.600663988,5.233474611,3.658444217,4.820598292,5.705379015,4.278158527,5.343099938
France,FRA,EU,2017,4.578578419,1.954488278,4.792854116,5.541097175,5.242439573,3.671605886,4.822064388,5.639586768,4.253807263,5.3227498
Germany,DEU,EU,1990,4.401974873,1.735119703,4.517591722,5.760936385,5.002543977,3.448479402,4.731462937,5.297920102,3.947039796,4.814135527
Germany,DEU,EU,1991,4.419880705,1.736746945,4.508692465,5.730776928,5.008023653,3.46082887,4.742965992,5.265946318,3.93816236,4.828254128
Germany,DEU,EU,1992,4.440644593,1.735993846,4.502175375,5.705191638,5.004935641,3.470963626,4.750468744,5.238038704,3.930588302,4.840706715
Germany,DEU,EU,1993,4.45728129,1.745317926,4.491836408,5.676323021,5.008875063,3.484317988,4.75839639,5.202757617,3.920866079,4.845647797
Germany,DEU,EU,1994,4.465676581,1.744336186,4.481748284,5.642401797,4.99763381,3.487972307,4.762367788,5.174053318,3.909668571,4.845269915
Germany,DEU,EU,1995,4.474922277,1.745894618,4.472499867,5.596825626,4.989323324,3.498660714,4.768254399,5.142090324,3.899397055,4.845337633
Germany,DEU,EU,1996,4.474294908,1.759699411,4.455132925,5.538351199,4.958177101,3.505777324,4.743743898,5.104088678,3.882934256,4.828918691
Germany,DEU,EU,1997,4.445145533,1.796127487,4.424954271,5.457381441,4.900738763,3.508941349,4.698140703,5.05433035,3.857158801,4.792340835
Germany,DEU,EU,1998,4.409321259,1.830778962,4.391494311,5.376310856,4.833467877,3.499286997,4.639562124,5.004810714,3.827478706,4.748039156
Germany,DEU,EU,1999,4.376763479,1.856774721,4.368610684,5.309820641,4.776410136,3.492139267,4.589558512,4.968991497,3.80489943,4.714365064
Germany,DEU,EU,2000,4.365083672,1.880325343,4.364453091,5.263807077,4.75120456,3.492509971,4.568320651,4.955511525,3.796649651,4.702204664
Germany,DEU,EU,2001,4.395751332,1.880587489,4.385929219,5.244615402,4.759866603,3.511389598,4.58400235,4.967649228,3.810194275,4.725076803
Germany,DEU,EU,2002,4.453507234,1.881594494,4.431131951,5.230917224,4.808064691,3.546868823,4.628426314,5.014623345,3.844408242,4.775150386
Germany,DEU,EU,2003,4.513297989,1.882543715,4.480994396,5.224355441,4.859256112,3.582011606,4.675548291,5.05733238,3.882225923,4.832093287
Germany,DEU,EU,2004,4.558881965,1.890531073,4.526336821,5.212718167,4.903927929,3.620101679,4.719682676,5.098862371,3.916444459,4.882044336
Germany,DEU,EU,2005,4.58908024,1.890493895,4.551168124,5.200024732,4.921581151,3.629686513,4.747292308,5.117947937,3.931692957,4.902152999
Germany,DEU,EU,2006,4.582537541,1.89631886,4.559235678,5.181644133,4.923622304,3.623430712,4.744079464,5.117083073,3.932748808,4.901509497
Germany,DEU,EU,2007,4.56906253,1.903378243,4.562234822,5.165947081,4.91071471,3.618779386,4.732446412,5.106901885,3.931453525,4.894135765
Germany,DEU,EU,2008,4.559684701,1.912783814,4.562415645,5.148621741,4.89315755,3.60557334,4.717217225,5.09807303,3.929604038,4.883429207
